Date;Start (ET);Visitor/Neutral;PTS;Home/Neutral;PTS;Box;Extra;Attend.;Arena;Notes;Type Game;;Date;Visitor/Neutral;Result;;Date;Home/Neutral;Result
Sat, Dec 10, 2022;8:30p;Boston Celtics;107;Golden State Warriors;123;Box Score;;18,064;Chase Center;;season;;Sat, Dec 10, 2022;Boston Celtics;0;;Sat, Dec 10, 2022;Golden State Warriors;1
Sat, Dec 10, 2022;9:00p;Utah Jazz;110;Denver Nuggets;115;Box Score;;19,636;Ball Arena;;season;;Sat, Dec 10, 2022;Utah Jazz;0;;Sat, Dec 10, 2022;Denver Nuggets;1
Sat, Dec 10, 2022;10:00p;Minnesota Timberwolves;118;Portland Trail Blazers;124;Box Score;;18,324;Moda Center;;season;;Sat, Dec 10, 2022;Minnesota Timberwolves;0;;Sat, Dec 10, 2022;Portland Trail Blazers;1
Sun, Dec 11, 2022;3:30p;Phoenix Suns;124;New Orleans Pelicans;129;Box Score;OT;18,681;Smoothie King Center;;season;;Sun, Dec 11, 2022;Phoenix Suns;0;;Sun, Dec 11, 2022;New Orleans Pelicans;1
Sun, Dec 11, 2022;6:00p;Los Angeles Lakers;124;Detroit Pistons;117;Box Score;;20,190;Little Caesars Arena;;season;;Sun, Dec 11, 2022;Los Angeles Lakers;1;;Sun, Dec 11, 2022;Detroit Pistons;0
Sun, Dec 11, 2022;6:00p;Sacramento Kings;99;New York Knicks;112;Box Score;;19,812;Madison Square Garden (IV);;season;;Sun, Dec 11, 2022;Sacramento Kings;0;;Sun, Dec 11, 2022;New York Knicks;1
Sun, Dec 11, 2022;6:00p;Toronto Raptors;99;Orlando Magic;111;Box Score;;16,891;Amway Center;;season;;Sun, Dec 11, 2022;Toronto Raptors;0;;Sun, Dec 11, 2022;Orlando Magic;1
Sun, Dec 11, 2022;6:00p;Charlotte Hornets;113;Philadelphia 76ers;131;Box Score;;19,765;Wells Fargo Center;;season;;Sun, Dec 11, 2022;Charlotte Hornets;0;;Sun, Dec 11, 2022;Philadelphia 76ers;1
Sun, Dec 11, 2022;6:30p;Chicago Bulls;122;Atlanta Hawks;123;Box Score;OT;17,227;State Farm Arena;;season;;Sun, Dec 11, 2022;Chicago Bulls;0;;Sun, Dec 11, 2022;Atlanta Hawks;1
Sun, Dec 11, 2022;7:00p;Milwaukee Bucks;92;Houston Rockets;97;Box Score;;16,268;Toyota Center;;season;;Sun, Dec 11, 2022;Milwaukee Bucks;0;;Sun, Dec 11, 2022;Houston Rockets;1
Mon, Dec 12, 2022;7:00p;Miami Heat;87;Indiana Pacers;82;Box Score;;15,309;Gainbridge Fieldhouse;;season;;Mon, Dec 12, 2022;Miami Heat;1;;Mon, Dec 12, 2022;Indiana Pacers;0
Mon, Dec 12, 2022;7:00p;Brooklyn Nets;112;Washington Wizards;100;Box Score;;16,090;Capital One Arena;;season;;Mon, Dec 12, 2022;Brooklyn Nets;1;;Mon, Dec 12, 2022;Washington Wizards;0
Mon, Dec 12, 2022;8:00p;Atlanta Hawks;103;Memphis Grizzlies;128;Box Score;;16,544;FedEx Forum;;season;;Mon, Dec 12, 2022;Atlanta Hawks;0;;Mon, Dec 12, 2022;Memphis Grizzlies;1
Mon, Dec 12, 2022;8:30p;Oklahoma City Thunder;114;Dallas Mavericks;121;Box Score;;19,877;American Airlines Center;;season;;Mon, Dec 12, 2022;Oklahoma City Thunder;0;;Mon, Dec 12, 2022;Dallas Mavericks;1
Mon, Dec 12, 2022;8:30p;Cleveland Cavaliers;111;San Antonio Spurs;112;Box Score;;13,434;AT&T Center;;season;;Mon, Dec 12, 2022;Cleveland Cavaliers;0;;Mon, Dec 12, 2022;San Antonio Spurs;1
Mon, Dec 12, 2022;10:00p;Minnesota Timberwolves;112;Portland Trail Blazers;133;Box Score;;18,021;Moda Center;;season;;Mon, Dec 12, 2022;Minnesota Timberwolves;0;;Mon, Dec 12, 2022;Portland Trail Blazers;1
Mon, Dec 12, 2022;10:30p;Boston Celtics;93;Los Angeles Clippers;113;Box Score;;19,068;Crypto.com Arena;;season;;Mon, Dec 12, 2022;Boston Celtics;0;;Mon, Dec 12, 2022;Los Angeles Clippers;1
Tue, Dec 13, 2022;7:00p;Sacramento Kings;103;Philadelphia 76ers;123;Box Score;;19,768;Wells Fargo Center;;season;;Tue, Dec 13, 2022;Sacramento Kings;0;;Tue, Dec 13, 2022;Philadelphia 76ers;1
Tue, Dec 13, 2022;7:30p;Golden State Warriors;111;Milwaukee Bucks;128;Box Score;;17,628;Fiserv Forum;;season;;Tue, Dec 13, 2022;Golden State Warriors;0;;Tue, Dec 13, 2022;Milwaukee Bucks;1
Tue, Dec 13, 2022;8:00p;Phoenix Suns;97;Houston Rockets;111;Box Score;;15,128;Toyota Center;;season;;Tue, Dec 13, 2022;Phoenix Suns;0;;Tue, Dec 13, 2022;Houston Rockets;1
Tue, Dec 13, 2022;9:00p;New Orleans Pelicans;100;Utah Jazz;121;Box Score;;18,206;Vivint Arena;;season;;Tue, Dec 13, 2022;New Orleans Pelicans;0;;Tue, Dec 13, 2022;Utah Jazz;1
Tue, Dec 13, 2022;10:00p;Boston Celtics;122;Los Angeles Lakers;118;Box Score;OT;18,661;Crypto.com Arena;;season;;Tue, Dec 13, 2022;Boston Celtics;1;;Tue, Dec 13, 2022;Los Angeles Lakers;0
Wed, Dec 14, 2022;7:00p;Detroit Pistons;141;Charlotte Hornets;134;Box Score;OT;14,303;Spectrum Center;;season;;Wed, Dec 14, 2022;Detroit Pistons;1;;Wed, Dec 14, 2022;Charlotte Hornets;0
Wed, Dec 14, 2022;7:00p;Golden State Warriors;119;Indiana Pacers;125;Box Score;;15,069;Gainbridge Fieldhouse;;season;;Wed, Dec 14, 2022;Golden State Warriors;0;;Wed, Dec 14, 2022;Indiana Pacers;1
Wed, Dec 14, 2022;7:00p;Atlanta Hawks;124;Orlando Magic;135;Box Score;;16,002;Amway Center;;season;;Wed, Dec 14, 2022;Atlanta Hawks;0;;Wed, Dec 14, 2022;Orlando Magic;1
Wed, Dec 14, 2022;7:30p;New York Knicks;128;Chicago Bulls;120;Box Score;OT;18,820;United Center;;season;;Wed, Dec 14, 2022;New York Knicks;1;;Wed, Dec 14, 2022;Chicago Bulls;0
Wed, Dec 14, 2022;7:30p;Sacramento Kings;124;Toronto Raptors;123;Box Score;;19,800;Scotiabank Arena;;season;;Wed, Dec 14, 2022;Sacramento Kings;1;;Wed, Dec 14, 2022;Toronto Raptors;0
Wed, Dec 14, 2022;8:00p;Miami Heat;110;Oklahoma City Thunder;108;Box Score;;14,783;Paycom Center;;season;;Wed, Dec 14, 2022;Miami Heat;1;;Wed, Dec 14, 2022;Oklahoma City Thunder;0
Wed, Dec 14, 2022;8:00p;Portland Trail Blazers;128;San Antonio Spurs;112;Box Score;;13,657;AT&T Center;;season;;Wed, Dec 14, 2022;Portland Trail Blazers;1;;Wed, Dec 14, 2022;San Antonio Spurs;0
Wed, Dec 14, 2022;9:00p;Cleveland Cavaliers;105;Dallas Mavericks;90;Box Score;;20,093;American Airlines Center;;season;;Wed, Dec 14, 2022;Cleveland Cavaliers;1;;Wed, Dec 14, 2022;Dallas Mavericks;0
Wed, Dec 14, 2022;9:00p;Washington Wizards;128;Denver Nuggets;141;Box Score;;19,550;Ball Arena;;season;;Wed, Dec 14, 2022;Washington Wizards;0;;Wed, Dec 14, 2022;Denver Nuggets;1
Wed, Dec 14, 2022;10:00p;Minnesota Timberwolves;88;Los Angeles Clippers;99;Box Score;;14,063;Crypto.com Arena;;season;;Wed, Dec 14, 2022;Minnesota Timberwolves;0;;Wed, Dec 14, 2022;Los Angeles Clippers;1
Thu, Dec 15, 2022;8:00p;Miami Heat;111;Houston Rockets;108;Box Score;;16,210;Toyota Center;;season;;Thu, Dec 15, 2022;Miami Heat;1;;Thu, Dec 15, 2022;Houston Rockets;0
Thu, Dec 15, 2022;8:00p;Milwaukee Bucks;101;Memphis Grizzlies;142;Box Score;;17,794;FedEx Forum;;season;;Thu, Dec 15, 2022;Milwaukee Bucks;0;;Thu, Dec 15, 2022;Memphis Grizzlies;1
Thu, Dec 15, 2022;9:00p;New Orleans Pelicans;129;Utah Jazz;132;Box Score;OT;18,206;Vivint Arena;;season;;Thu, Dec 15, 2022;New Orleans Pelicans;0;;Thu, Dec 15, 2022;Utah Jazz;1
Thu, Dec 15, 2022;10:30p;Phoenix Suns;111;Los Angeles Clippers;95;Box Score;;15,778;Crypto.com Arena;;season;;Thu, Dec 15, 2022;Phoenix Suns;1;;Thu, Dec 15, 2022;Los Angeles Clippers;0
Fri, Dec 16, 2022;7:00p;Atlanta Hawks;125;Charlotte Hornets;106;Box Score;;17,772;Spectrum Center;;season;;Fri, Dec 16, 2022;Atlanta Hawks;1;;Fri, Dec 16, 2022;Charlotte Hornets;0
Fri, Dec 16, 2022;7:00p;Sacramento Kings;122;Detroit Pistons;113;Box Score;;17,892;Little Caesars Arena;;season;;Fri, Dec 16, 2022;Sacramento Kings;1;;Fri, Dec 16, 2022;Detroit Pistons;0
Fri, Dec 16, 2022;7:30p;Orlando Magic;117;Boston Celtics;109;Box Score;;19,156;TD Garden;;season;;Fri, Dec 16, 2022;Orlando Magic;1;;Fri, Dec 16, 2022;Boston Celtics;0
Fri, Dec 16, 2022;7:30p;Indiana Pacers;112;Cleveland Cavaliers;118;Box Score;;19,432;Rocket Mortgage Fieldhouse;;season;;Fri, Dec 16, 2022;Indiana Pacers;0;;Fri, Dec 16, 2022;Cleveland Cavaliers;1
Fri, Dec 16, 2022;7:30p;Golden State Warriors;106;Philadelphia 76ers;118;Box Score;;20,567;Wells Fargo Center;;season;;Fri, Dec 16, 2022;Golden State Warriors;0;;Fri, Dec 16, 2022;Philadelphia 76ers;1
Fri, Dec 16, 2022;7:30p;Brooklyn Nets;119;Toronto Raptors;116;Box Score;;19,800;Scotiabank Arena;;season;;Fri, Dec 16, 2022;Brooklyn Nets;1;;Fri, Dec 16, 2022;Toronto Raptors;0
Fri, Dec 16, 2022;8:00p;New York Knicks;114;Chicago Bulls;91;Box Score;;19,661;United Center;;season;;Fri, Dec 16, 2022;New York Knicks;1;;Fri, Dec 16, 2022;Chicago Bulls;0
Fri, Dec 16, 2022;8:00p;Minnesota Timberwolves;112;Oklahoma City Thunder;110;Box Score;;14,885;Paycom Center;;season;;Fri, Dec 16, 2022;Minnesota Timberwolves;1;;Fri, Dec 16, 2022;Oklahoma City Thunder;0
Fri, Dec 16, 2022;8:30p;Portland Trail Blazers;110;Dallas Mavericks;130;Box Score;;20,191;American Airlines Center;;season;;Fri, Dec 16, 2022;Portland Trail Blazers;0;;Fri, Dec 16, 2022;Dallas Mavericks;1
Fri, Dec 16, 2022;10:00p;Denver Nuggets;108;Los Angeles Lakers;126;Box Score;;18,505;Crypto.com Arena;;season;;Fri, Dec 16, 2022;Denver Nuggets;0;;Fri, Dec 16, 2022;Los Angeles Lakers;1
Sat, Dec 17, 2022;4:00p;Washington Wizards;93;Los Angeles Clippers;102;Box Score;;15,018;Crypto.com Arena;;season;;Sat, Dec 17, 2022;Washington Wizards;0;;Sat, Dec 17, 2022;Los Angeles Clippers;1
Sat, Dec 17, 2022;5:00p;Miami Heat;111;San Antonio Spurs;101;Box Score;;20,160;Mexico City Arena;;season;;Sat, Dec 17, 2022;Miami Heat;1;;Sat, Dec 17, 2022;San Antonio Spurs;0
Sat, Dec 17, 2022;8:00p;Dallas Mavericks;99;Cleveland Cavaliers;100;Box Score;OT;19,432;Rocket Mortgage Fieldhouse;;season;;Sat, Dec 17, 2022;Dallas Mavericks;0;;Sat, Dec 17, 2022;Cleveland Cavaliers;1
Sat, Dec 17, 2022;8:00p;Portland Trail Blazers;107;Houston Rockets;95;Box Score;;16,217;Toyota Center;;season;;Sat, Dec 17, 2022;Portland Trail Blazers;1;;Sat, Dec 17, 2022;Houston Rockets;0
Sat, Dec 17, 2022;8:00p;Utah Jazz;97;Milwaukee Bucks;123;Box Score;;17,587;Fiserv Forum;;season;;Sat, Dec 17, 2022;Utah Jazz;0;;Sat, Dec 17, 2022;Milwaukee Bucks;1
Sat, Dec 17, 2022;8:00p;Memphis Grizzlies;109;Oklahoma City Thunder;115;Box Score;;16,895;Paycom Center;;season;;Sat, Dec 17, 2022;Memphis Grizzlies;0;;Sat, Dec 17, 2022;Oklahoma City Thunder;1
Sat, Dec 17, 2022;9:00p;New Orleans Pelicans;114;Phoenix Suns;118;Box Score;;17,071;Footprint Center;;season;;Sat, Dec 17, 2022;New Orleans Pelicans;0;;Sat, Dec 17, 2022;Phoenix Suns;1
Sun, Dec 18, 2022;3:00p;Orlando Magic;95;Boston Celtics;92;Box Score;;19,156;TD Garden;;season;;Sun, Dec 18, 2022;Orlando Magic;1;;Sun, Dec 18, 2022;Boston Celtics;0
Sun, Dec 18, 2022;5:00p;New York Knicks;109;Indiana Pacers;106;Box Score;;14,513;Gainbridge Fieldhouse;;season;;Sun, Dec 18, 2022;New York Knicks;1;;Sun, Dec 18, 2022;Indiana Pacers;0
Sun, Dec 18, 2022;6:00p;Brooklyn Nets;124;Detroit Pistons;121;Box Score;;19,488;Little Caesars Arena;;season;;Sun, Dec 18, 2022;Brooklyn Nets;1;;Sun, Dec 18, 2022;Detroit Pistons;0
Sun, Dec 18, 2022;6:00p;Golden State Warriors;126;Toronto Raptors;110;Box Score;;19,800;Scotiabank Arena;;season;;Sun, Dec 18, 2022;Golden State Warriors;1;;Sun, Dec 18, 2022;Toronto Raptors;0
Sun, Dec 18, 2022;7:00p;Chicago Bulls;126;Minnesota Timberwolves;150;Box Score;;16,294;Target Center;;season;;Sun, Dec 18, 2022;Chicago Bulls;0;;Sun, Dec 18, 2022;Minnesota Timberwolves;1
Sun, Dec 18, 2022;8:00p;Charlotte Hornets;115;Denver Nuggets;119;Box Score;;19,235;Ball Arena;;season;;Sun, Dec 18, 2022;Charlotte Hornets;0;;Sun, Dec 18, 2022;Denver Nuggets;1
Sun, Dec 18, 2022;9:30p;Washington Wizards;117;Los Angeles Lakers;119;Box Score;;18,153;Crypto.com Arena;;season;;Sun, Dec 18, 2022;Washington Wizards;0;;Sun, Dec 18, 2022;Los Angeles Lakers;1
Mon, Dec 19, 2022;7:00p;Utah Jazz;99;Cleveland Cavaliers;122;Box Score;;19,432;Rocket Mortgage Fieldhouse;;season;;Mon, Dec 19, 2022;Utah Jazz;0;;Mon, Dec 19, 2022;Cleveland Cavaliers;1
Mon, Dec 19, 2022;7:00p;Toronto Raptors;101;Philadelphia 76ers;104;Box Score;OT;20,408;Wells Fargo Center;;season;;Mon, Dec 19, 2022;Toronto Raptors;0;;Mon, Dec 19, 2022;Philadelphia 76ers;1
Mon, Dec 19, 2022;7:30p;Orlando Magic;125;Atlanta Hawks;126;Box Score;;17,809;State Farm Arena;;season;;Mon, Dec 19, 2022;Orlando Magic;0;;Mon, Dec 19, 2022;Atlanta Hawks;1
Mon, Dec 19, 2022;8:00p;San Antonio Spurs;124;Houston Rockets;105;Box Score;;15,928;Toyota Center;;season;;Mon, Dec 19, 2022;San Antonio Spurs;1;;Mon, Dec 19, 2022;Houston Rockets;0
Mon, Dec 19, 2022;8:00p;Dallas Mavericks;106;Minnesota Timberwolves;116;Box Score;;16,627;Target Center;;season;;Mon, Dec 19, 2022;Dallas Mavericks;0;;Mon, Dec 19, 2022;Minnesota Timberwolves;1
Mon, Dec 19, 2022;8:00p;Milwaukee Bucks;128;New Orleans Pelicans;119;Box Score;;18,271;Smoothie King Center;;season;;Mon, Dec 19, 2022;Milwaukee Bucks;1;;Mon, Dec 19, 2022;New Orleans Pelicans;0
Mon, Dec 19, 2022;8:00p;Portland Trail Blazers;121;Oklahoma City Thunder;123;Box Score;;14,672;Paycom Center;;season;;Mon, Dec 19, 2022;Portland Trail Blazers;0;;Mon, Dec 19, 2022;Oklahoma City Thunder;1
Mon, Dec 19, 2022;9:00p;Los Angeles Lakers;104;Phoenix Suns;130;Box Score;;17,071;Footprint Center;;season;;Mon, Dec 19, 2022;Los Angeles Lakers;0;;Mon, Dec 19, 2022;Phoenix Suns;1
Mon, Dec 19, 2022;10:00p;Charlotte Hornets;125;Sacramento Kings;119;Box Score;;17,803;Golden 1 Center;;season;;Mon, Dec 19, 2022;Charlotte Hornets;1;;Mon, Dec 19, 2022;Sacramento Kings;0
Tue, Dec 20, 2022;7:00p;Utah Jazz;126;Detroit Pistons;111;Box Score;;15,622;Little Caesars Arena;;season;;Tue, Dec 20, 2022;Utah Jazz;1;;Tue, Dec 20, 2022;Detroit Pistons;0
Tue, Dec 20, 2022;7:30p;Chicago Bulls;113;Miami Heat;103;Box Score;;19,969;Kaseya Center;;season;;Tue, Dec 20, 2022;Chicago Bulls;1;;Tue, Dec 20, 2022;Miami Heat;0
Tue, Dec 20, 2022;7:30p;Golden State Warriors;94;New York Knicks;132;Box Score;;19,812;Madison Square Garden (IV);;season;;Tue, Dec 20, 2022;Golden State Warriors;0;;Tue, Dec 20, 2022;New York Knicks;1
Tue, Dec 20, 2022;9:00p;Washington Wizards;113;Phoenix Suns;110;Box Score;;17,071;Footprint Center;;season;;Tue, Dec 20, 2022;Washington Wizards;1;;Tue, Dec 20, 2022;Phoenix Suns;0
Tue, Dec 20, 2022;10:00p;Memphis Grizzlies;91;Denver Nuggets;105;Box Score;;19,605;Ball Arena;;season;;Tue, Dec 20, 2022;Memphis Grizzlies;0;;Tue, Dec 20, 2022;Denver Nuggets;1
Wed, Dec 21, 2022;7:00p;Milwaukee Bucks;106;Cleveland Cavaliers;114;Box Score;;19,432;Rocket Mortgage Fieldhouse;;season;;Wed, Dec 21, 2022;Milwaukee Bucks;0;;Wed, Dec 21, 2022;Cleveland Cavaliers;1
Wed, Dec 21, 2022;7:00p;Detroit Pistons;93;Philadelphia 76ers;113;Box Score;;20,615;Wells Fargo Center;;season;;Wed, Dec 21, 2022;Detroit Pistons;0;;Wed, Dec 21, 2022;Philadelphia 76ers;1
Wed, Dec 21, 2022;7:30p;Chicago Bulls;110;Atlanta Hawks;108;Box Score;;17,226;State Farm Arena;;season;;Wed, Dec 21, 2022;Chicago Bulls;1;;Wed, Dec 21, 2022;Atlanta Hawks;0
Wed, Dec 21, 2022;7:30p;Indiana Pacers;117;Boston Celtics;112;Box Score;;19,156;TD Garden;;season;;Wed, Dec 21, 2022;Indiana Pacers;1;;Wed, Dec 21, 2022;Boston Celtics;0
Wed, Dec 21, 2022;7:30p;Golden State Warriors;113;Brooklyn Nets;143;Box Score;;18,026;Barclays Center;;season;;Wed, Dec 21, 2022;Golden State Warriors;0;;Wed, Dec 21, 2022;Brooklyn Nets;1
Wed, Dec 21, 2022;7:30p;Toronto Raptors;113;New York Knicks;106;Box Score;;19,294;Madison Square Garden (IV);;season;;Wed, Dec 21, 2022;Toronto Raptors;1;;Wed, Dec 21, 2022;New York Knicks;0
Wed, Dec 21, 2022;8:00p;Orlando Magic;116;Houston Rockets;110;Box Score;;15,965;Toyota Center;;season;;Wed, Dec 21, 2022;Orlando Magic;1;;Wed, Dec 21, 2022;Houston Rockets;0
Wed, Dec 21, 2022;8:00p;Dallas Mavericks;104;Minnesota Timberwolves;99;Box Score;;16,164;Target Center;;season;;Wed, Dec 21, 2022;Dallas Mavericks;1;;Wed, Dec 21, 2022;Minnesota Timberwolves;0
Wed, Dec 21, 2022;8:00p;Portland Trail Blazers;98;Oklahoma City Thunder;101;Box Score;;15,107;Paycom Center;;season;;Wed, Dec 21, 2022;Portland Trail Blazers;0;;Wed, Dec 21, 2022;Oklahoma City Thunder;1
Wed, Dec 21, 2022;10:00p;Los Angeles Lakers;120;Sacramento Kings;134;Box Score;;17,611;Golden 1 Center;;season;;Wed, Dec 21, 2022;Los Angeles Lakers;0;;Wed, Dec 21, 2022;Sacramento Kings;1
Wed, Dec 21, 2022;10:30p;Charlotte Hornets;105;Los Angeles Clippers;126;Box Score;;19,068;Crypto.com Arena;;season;;Wed, Dec 21, 2022;Charlotte Hornets;0;;Wed, Dec 21, 2022;Los Angeles Clippers;1
Thu, Dec 22, 2022;8:00p;San Antonio Spurs;117;New Orleans Pelicans;126;Box Score;;16,417;Smoothie King Center;;season;;Thu, Dec 22, 2022;San Antonio Spurs;0;;Thu, Dec 22, 2022;New Orleans Pelicans;1
Thu, Dec 22, 2022;9:00p;Washington Wizards;112;Utah Jazz;120;Box Score;;18,206;Vivint Arena;;season;;Thu, Dec 22, 2022;Washington Wizards;0;;Thu, Dec 22, 2022;Utah Jazz;1
Fri, Dec 23, 2022;7:00p;San Antonio Spurs;113;Orlando Magic;133;Box Score;;18,425;Amway Center;;season;;Fri, Dec 23, 2022;San Antonio Spurs;0;;Fri, Dec 23, 2022;Orlando Magic;1
Fri, Dec 23, 2022;7:00p;Los Angeles Clippers;114;Philadelphia 76ers;119;Box Score;;19,996;Wells Fargo Center;;season;;Fri, Dec 23, 2022;Los Angeles Clippers;0;;Fri, Dec 23, 2022;Philadelphia 76ers;1
Fri, Dec 23, 2022;7:30p;Detroit Pistons;105;Atlanta Hawks;130;Box Score;;17,028;State Farm Arena;;season;;Fri, Dec 23, 2022;Detroit Pistons;0;;Fri, Dec 23, 2022;Atlanta Hawks;1
Fri, Dec 23, 2022;7:30p;Minnesota Timberwolves;109;Boston Celtics;121;Box Score;;19,156;TD Garden;;season;;Fri, Dec 23, 2022;Minnesota Timberwolves;0;;Fri, Dec 23, 2022;Boston Celtics;1
Fri, Dec 23, 2022;7:30p;Milwaukee Bucks;100;Brooklyn Nets;118;Box Score;;18,169;Barclays Center;;season;;Fri, Dec 23, 2022;Milwaukee Bucks;0;;Fri, Dec 23, 2022;Brooklyn Nets;1
Fri, Dec 23, 2022;7:30p;Toronto Raptors;118;Cleveland Cavaliers;107;Box Score;;19,432;Rocket Mortgage Fieldhouse;;season;;Fri, Dec 23, 2022;Toronto Raptors;1;;Fri, Dec 23, 2022;Cleveland Cavaliers;0
Fri, Dec 23, 2022;7:30p;Chicago Bulls;118;New York Knicks;117;Box Score;;19,812;Madison Square Garden (IV);;season;;Fri, Dec 23, 2022;Chicago Bulls;1;;Fri, Dec 23, 2022;New York Knicks;0
Fri, Dec 23, 2022;8:00p;Dallas Mavericks;112;Houston Rockets;106;Box Score;;16,989;Toyota Center;;season;;Fri, Dec 23, 2022;Dallas Mavericks;1;;Fri, Dec 23, 2022;Houston Rockets;0
Fri, Dec 23, 2022;8:00p;Indiana Pacers;111;Miami Heat;108;Box Score;;19,600;Kaseya Center;;season;;Fri, Dec 23, 2022;Indiana Pacers;1;;Fri, Dec 23, 2022;Miami Heat;0
Fri, Dec 23, 2022;8:00p;New Orleans Pelicans;128;Oklahoma City Thunder;125;Box Score;OT;15,214;Paycom Center;;season;;Fri, Dec 23, 2022;New Orleans Pelicans;1;;Fri, Dec 23, 2022;Oklahoma City Thunder;0
Fri, Dec 23, 2022;9:00p;Portland Trail Blazers;107;Denver Nuggets;120;Box Score;;19,619;Ball Arena;;season;;Fri, Dec 23, 2022;Portland Trail Blazers;0;;Fri, Dec 23, 2022;Denver Nuggets;1
Fri, Dec 23, 2022;10:00p;Memphis Grizzlies;125;Phoenix Suns;100;Box Score;;17,071;Footprint Center;;season;;Fri, Dec 23, 2022;Memphis Grizzlies;1;;Fri, Dec 23, 2022;Phoenix Suns;0
Fri, Dec 23, 2022;10:00p;Washington Wizards;125;Sacramento Kings;111;Box Score;;17,894;Golden 1 Center;;season;;Fri, Dec 23, 2022;Washington Wizards;1;;Fri, Dec 23, 2022;Sacramento Kings;0
Fri, Dec 23, 2022;10:30p;Charlotte Hornets;134;Los Angeles Lakers;130;Box Score;;18,997;Crypto.com Arena;;season;;Fri, Dec 23, 2022;Charlotte Hornets;1;;Fri, Dec 23, 2022;Los Angeles Lakers;0
Sun, Dec 25, 2022;12:00p;Philadelphia 76ers;119;New York Knicks;112;Box Score;;19,812;Madison Square Garden (IV);;season;;Sun, Dec 25, 2022;Philadelphia 76ers;1;;Sun, Dec 25, 2022;New York Knicks;0
Sun, Dec 25, 2022;2:30p;Los Angeles Lakers;115;Dallas Mavericks;124;Box Score;;20,441;American Airlines Center;;season;;Sun, Dec 25, 2022;Los Angeles Lakers;0;;Sun, Dec 25, 2022;Dallas Mavericks;1
Sun, Dec 25, 2022;5:00p;Milwaukee Bucks;118;Boston Celtics;139;Box Score;;19,156;TD Garden;;season;;Sun, Dec 25, 2022;Milwaukee Bucks;0;;Sun, Dec 25, 2022;Boston Celtics;1
Sun, Dec 25, 2022;8:00p;Memphis Grizzlies;109;Golden State Warriors;123;Box Score;;18,064;Chase Center;;season;;Sun, Dec 25, 2022;Memphis Grizzlies;0;;Sun, Dec 25, 2022;Golden State Warriors;1
Sun, Dec 25, 2022;10:30p;Phoenix Suns;125;Denver Nuggets;128;Box Score;OT;19,642;Ball Arena;;season;;Sun, Dec 25, 2022;Phoenix Suns;0;;Sun, Dec 25, 2022;Denver Nuggets;1
Mon, Dec 26, 2022;7:00p;Brooklyn Nets;125;Cleveland Cavaliers;117;Box Score;;19,432;Rocket Mortgage Fieldhouse;;season;;Mon, Dec 26, 2022;Brooklyn Nets;1;;Mon, Dec 26, 2022;Cleveland Cavaliers;0
Mon, Dec 26, 2022;7:00p;Los Angeles Clippers;142;Detroit Pistons;131;Box Score;OT;20,190;Little Caesars Arena;;season;;Mon, Dec 26, 2022;Los Angeles Clippers;1;;Mon, Dec 26, 2022;Detroit Pistons;0
Mon, Dec 26, 2022;7:30p;Minnesota Timberwolves;110;Miami Heat;113;Box Score;;19,911;Kaseya Center;;season;;Mon, Dec 26, 2022;Minnesota Timberwolves;0;;Mon, Dec 26, 2022;Miami Heat;1
Mon, Dec 26, 2022;8:00p;Houston Rockets;133;Chicago Bulls;118;Box Score;;21,561;United Center;;season;;Mon, Dec 26, 2022;Houston Rockets;1;;Mon, Dec 26, 2022;Chicago Bulls;0
Mon, Dec 26, 2022;8:00p;Indiana Pacers;93;New Orleans Pelicans;113;Box Score;;18,636;Smoothie King Center;;season;;Mon, Dec 26, 2022;Indiana Pacers;0;;Mon, Dec 26, 2022;New Orleans Pelicans;1
Mon, Dec 26, 2022;8:00p;Utah Jazz;122;San Antonio Spurs;126;Box Score;;16,351;AT&T Center;;season;;Mon, Dec 26, 2022;Utah Jazz;0;;Mon, Dec 26, 2022;San Antonio Spurs;1
Mon, Dec 26, 2022;10:00p;Charlotte Hornets;113;Portland Trail Blazers;124;Box Score;;19,530;Moda Center;;season;;Mon, Dec 26, 2022;Charlotte Hornets;0;;Mon, Dec 26, 2022;Portland Trail Blazers;1
Tue, Dec 27, 2022;7:00p;Los Angeles Lakers;129;Orlando Magic;110;Box Score;;19,482;Amway Center;;season;;Tue, Dec 27, 2022;Los Angeles Lakers;1;;Tue, Dec 27, 2022;Orlando Magic;0
Tue, Dec 27, 2022;7:00p;Philadelphia 76ers;111;Washington Wizards;116;Box Score;;20,476;Capital One Arena;;season;;Tue, Dec 27, 2022;Philadelphia 76ers;0;;Tue, Dec 27, 2022;Washington Wizards;1
Tue, Dec 27, 2022;7:30p;Houston Rockets;102;Boston Celtics;126;Box Score;;19,156;TD Garden;;season;;Tue, Dec 27, 2022;Houston Rockets;0;;Tue, Dec 27, 2022;Boston Celtics;1
Tue, Dec 27, 2022;7:30p;Atlanta Hawks;114;Indiana Pacers;129;Box Score;;16,738;Gainbridge Fieldhouse;;season;;Tue, Dec 27, 2022;Atlanta Hawks;0;;Tue, Dec 27, 2022;Indiana Pacers;1
Tue, Dec 27, 2022;7:30p;Los Angeles Clippers;124;Toronto Raptors;113;Box Score;;19,800;Scotiabank Arena;;season;;Tue, Dec 27, 2022;Los Angeles Clippers;1;;Tue, Dec 27, 2022;Toronto Raptors;0
